PX2,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,Latitude,Longitude,Count Date,8HrPedVol,8HrVehVol,24HrPedVol,24HrVehVol
1780,FINCH AVE E,35m EAST OF,WINLOCK PK,,10/23/1997,43.78417,-79.39552,2/16/2010,138,"16,004",276,"32,008"
1781,DUNDAS ST W,,MONTROSE AVE,,8/13/1998,43.6503,-79.41595,5/12/2008,"1,265","8,107","2,530","16,214"
1782,DON MILLS RD,,AU LARGE BLVD,,7/1/1998,43.79648,-79.35519,1/25/2011,695,"16,364","1,390","32,728"
1783,BEECROFT RD,,ELMHURST AVE,,4/12/1997,43.7626531,-79.4137887,3/20/2008,"1,519","10,033","3,038","20,066"
1784,LAKE SHORE BLVD W,350m NORTHEAST OF,PARK LAWN RD,PRIVATE ACCESS,5/12/1997,43.62601,-79.4797,11/18/2008,0,"11,273",0,"22,546"
1785,MARTIN GROVE RD,,NOTTINGHILL GT,WINTERTON DR,11/13/1997,43.67243,-79.56223,12/18/2008,420,"7,878",840,"15,756"
1786,SHEPPARD AVE E,,GRAND MARSHALL DR,WATER TOWER GT,10/3/1998,43.80314,-79.19488,4/7/2011,273,"16,800",546,"33,600"
1787,MORNINGSIDE AVE,,FINCH AVE E,OLD FINCH AVE,6/10/1998,43.81879,-79.21506,10/24/2007,424,"9,163",848,"18,326"
1788,SEWELLS RD,,BRENYON WAY,,10/28/1998,43.807798,-79.215605,12/15/2010,409,"5,498",818,"10,996"
1789,SHEPPARD AVE E,,GATEFORTH DR,,3/7/1998,43.7956,-79.23028,7/16/2007,382,"12,648",764,"25,296"
1790,TAPSCOTT RD,,NEWGALE GT,PRIVATE ACCESS,10/15/1998,43.81843,-79.23983,3/27/2008,41,"6,834",82,"13,668"
1791,EGLINTON AVE E,,LEBOVIC AVE,,11/5/1998,43.72704,-79.29148,4/1/2010,"2,191","29,467","4,382","58,934"
1792,DUFFERIN ST,,SAMOR RD,PRIVATE ACCESS,6/17/1998,43.71828,-79.45564,2/5/2009,822,"18,972","1,644","37,944"
1793,STEELES AVE W,,HIGHWAY 27,,6/30/1998,43.75549,-79.61409,12/1/2009,62,"32,534",124,"65,068"
1794,MCCOWAN RD,,KENHATCH BLVD,,7/16/1998,43.80145,-79.26377,11/13/2008,79,"18,656",158,"37,312"
1795,WILSON AVE,,RIDGE RD,,8/13/1998,43.72401,-79.49411,11/2/2010,593,"14,367","1,186","28,734"
1797,KIPLING AVE,,GENTHORN AVE,PRIVATE ACCESS,7/28/1998,43.72347,-79.57233,11/22/2010,479,"12,566",958,"25,132"
1798,MEADOWVALE RD,,ZOO RD,PRIVATE ACCESS,4/6/1998,43.82293238,-79.1774489,7/19/2009,"2,155","5,654","4,310","11,308"
1799,ELLESMERE RD,,DOLLY VARDEN BLVD,,10/8/1999,43.77576,-79.23498,7/3/2008,854,"13,735","1,708","27,470"
1800,OVERLEA BLVD,,WILLIAM MORGAN DR,,4/9/1998,43.70805,-79.34136,10/27/2011,"1,060","14,252","2,120","28,504"
1801,DORIS AVE,,EMPRESS AVE,,1/9/1998,43.7697371,-79.4107908,6/9/2009,"3,095","10,493","6,190","20,986"
1802,YONGE ST,85m NORTH OF,SHUTER ST,,12/23/1998,43.65482,-79.38028,10/19/2009,"2,253","4,874","4,506","9,748"
1803,ISLINGTON AVE,25m NORTH OF,WINNIPEG RD,,10/20/1998,43.69267,-79.54467,2/17/2010,115,"11,521",230,"23,042"
1804,WESTON RD,285m SOUTHEAST OF,LAWRENCE AVE W,,8/20/1998,43.69899288,-79.51305091,3/31/2010,256,"8,934",512,"17,868"
1805,PARKSIDE DR,,INDIAN VALLEY CRES,,9/17/1998,43.65115,-79.45851,1/5/2009,366,"13,710",732,"27,420"
1806,PARKSIDE DR,,SPRING RD,,9/17/1998,43.64096876,-79.45462704,1/13/2010,110,"13,768",220,"27,536"
1807,ADELAIDE ST W,,BRANT ST,,10/27/1998,43.646217,-79.398129,7/30/2009,"1,038","6,505","2,076","13,010"
1808,BATHURST ST,,ROBINSON ST,CARR ST,10/29/1998,43.64893,-79.40465,4/28/2009,"1,499","11,106","2,998","22,212"
1809,DUNDAS ST W,200m EAST OF,SCARLETT RD,PRIVATE ACCESS,9/16/1998,43.66570361,-79.49692031,10/3/2011,362,"13,741",724,"27,482"
1811,LAKE SHORE BLVD E,,NORTHERN DANCER BLVD,PRIVATE ACCESS,8/18/1998,43.6634,-79.30969,7/15/2010,675,"14,011","1,350","28,022"
1812,BROADVIEW AVE,,HILLSIDE DR,PRIVATE ACCESS,12/16/1998,43.686,-79.35627,6/9/2009,258,"10,391",516,"20,782"
1814,MIDLAND AVE,,LOCKIE AVE,,2/16/1999,43.788943,-79.280036,5/8/2008,880,"12,404","1,760","24,808"
1815,MCNICOLL AVE,,EAGLE POINT RD,,10/11/1999,43.80514,-79.32635,10/23/2008,416,"10,588",832,"21,176"
1817,MCNICOLL AVE,,SILVER SPRINGS BLVD,,1/6/1999,43.81006,-79.30633,12/17/2009,91,"10,889",182,"21,778"
1818,ROYAL YORK RD,,NEWCASTLE ST,,8/7/1999,43.61751,-79.49893,12/2/2008,"1,035","8,624","2,070","17,248"
1819,MCNICOLL AVE,,HAROLD EVANS CRES,PLACER CRT,7/22/1999,43.80342,-79.34183,10/4/2007,612,"7,771","1,224","15,542"
1820,SHEPPARD AVE E,150m EAST OF,REIDMOUNT AVE,PRIVATE ACCESS,3/23/2001,43.78424,-79.28386,10/9/2008,635,"24,232","1,270","48,464"
1821,POYNTZ AVE,,BEECROFT RD,,8/4/1999,43.75963,-79.41211,12/3/2009,78,"6,619",156,"13,238"
1823,BAYVIEW AVE,,TUDOR GT,,6/30/1999,43.74341,-79.38326,3/12/2008,26,"22,059",52,"44,118"
1824,KINGSTON RD,375m SOUTHWEST OF,BRIMLEY RD S,PRIVATE ACCESS,10/9/1999,43.7155762,-79.24354154,6/29/2011,144,"18,318",288,"36,636"
1825,EGLINTON AVE E,,TORRANCE RD,PRIVATE ACCESS,7/16/1999,43.7396,-79.23525,12/13/2010,"1,102","20,519","2,204","41,038"
1826,BRIMLEY RD,,GOLDEN GATE CRT,OMNI DR,8/9/1999,43.77197,-79.26187,4/8/2008,265,"18,700",530,"37,400"
1827,LAWRENCE AVE E,,BRIDGEPORT DR,CHARLOTTETOWN BLVD,6/18/1999,43.77865,-79.14079,12/3/2009,618,"6,458","1,236","12,916"
1828,EASTERN AVE,175m EAST OF,COXWELL AVE,PRIVATE ACCESS,1/6/1999,43.66597,-79.31427,4/30/2008,102,"8,731",204,"17,462"
1829,STEELES AVE E,225m WEST OF,VICTORIA PARK AVE,PRIVATE ACCESS,2/2/2000,43.81496075,-79.34420081,3/17/2008,410,"28,023",820,"56,046"
1830,VICTORIA PARK AVE,237m SOUTH OF,STEELES AVE E,PRIVATE ACCESS,12/23/1999,43.81364,-79.34048,9/24/2007,498,"17,219",996,"34,438"
1831,ANNETTE ST,,EVELYN AVE,,3/8/2007,43.66112,-79.4752,1/9/2012,"1,004","7,466","2,008","14,932"
1832,THE QUEENSWAY,230m EAST OF,THE WEST MALL,PRIVATE ACCESS,8/10/1999,43.61363,-79.56037,5/27/2008,101,"21,270",202,"42,540"
1834,OVERLEA BLVD,175m WEST OF,THORNCLIFFE PARK DR,PRIVATE ACCESS,3/24/2000,43.70703,-79.34566,10/27/2011,675,"10,759","1,350","21,518"
1835,BLOOR ST W,,FORESTVIEW RD,MAPLEDAWN RD,7/29/1999,43.6328,-79.5734,6/14/2011,249,"10,736",498,"21,472"
1836,O CONNOR DR,,GLENWOOD CRES,,1/23/2001,43.70273,-79.31568,4/24/2008,752,"22,146","1,504","44,292"
1837,LAWRENCE AVE W,,GLEN RUSH BLVD,,8/19/1999,43.71999,-79.42664,10/22/2008,858,"14,286","1,716","28,572"
1838,LAWRENCE AVE E,,EAST AVE,PRIVATE ACCESS,8/16/1999,43.78072,-79.13159,11/8/2007,"1,274","3,805","2,548","7,610"
1839,WARDEN AVE,75m NORTH OF,MACK AVE,,3/9/1999,43.70027,-79.27608,1/27/2011,291,"6,587",582,"13,174"
1840,THE EAST MALL,70m NORTH OF,CANTLE PATH,PRIVATE ACCESS,9/15/1999,43.64465472,-79.55887646,3/26/2008,183,"7,316",366,"14,632"
1841,COMMISSIONERS ST,,DON ROADWAY,PRIVATE ACCESS,4/27/2000,43.64855,-79.34502,4/30/2008,13,"4,420",26,"8,840"
1843,COMMISSIONERS ST,,CARLAW AVE,PRIVATE ACCESS,4/27/2000,43.65265,-79.33556,1/27/2011,355,"6,149",710,"12,298"
1844,LESLIE ST,,COMMISSIONERS ST,NORTH SERVICE RD,4/27/2000,43.65655,-79.32635,4/15/2008,33,"3,631",66,"7,262"
1845,FRONT ST E,,GEORGE ST,GEORGE ST S,11/2/2000,43.649842,-79.37032,7/29/2008,"5,314","9,417","10,628","18,834"
1846,VICTORIA PARK AVE,,MUSGRAVE ST,PRIVATE ACCESS,4/25/2000,43.68795,-79.28697,12/3/2009,"1,032","13,998","2,064","27,996"
1847,DUNDAS ST W,,MABELLE AVE,,10/28/1999,43.64678,-79.53052,7/18/2011,824,"9,369","1,648","18,738"
1848,FINCH AVE W,,WOODBINE DOWNS BLVD,HALESIA DR,10/22/2003,43.73376,-79.60673,11/25/2008,596,"12,594","1,192","25,188"
1849,BRENTCLIFFE RD,,VANDERHOOF AVE,,11/7/2000,43.7129,-79.35908,9/8/2010,714,"10,837","1,428","21,674"
1850,DANFORTH AVE,,THYRA AVE,PRIVATE ACCESS,6/14/2000,43.69081,-79.29025,9/2/2009,"3,454","15,718","6,908","31,436"
1851,KING ST W,,SUDBURY ST,PRIVATE ACCESS,7/2/2000,43.64101,-79.41727,8/18/2009,"2,241","10,816","4,482","21,632"
1852,DUNDAS ST W,275m EAST OF,ROYAL YORK RD,PRIVATE ACCESS,1/20/2000,43.65946035,-79.5135782,10/8/2008,236,"16,984",472,"33,968"
1855,KIPLING AVE,,LONGFIELD RD,THE KINGSWAY,6/7/2000,43.6736,-79.5493,10/15/2008,696,"15,871","1,392","31,742"
1856,FINCH AVE W,400m WEST OF,KIPLING AVE,PRIVATE ACCESS,9/27/2000,43.74326,-79.58676,12/10/2009,552,"13,132","1,104","26,264"
1857,EASTERN AVE,,LARCHMOUNT AVE,,7/9/2000,43.659659,-79.333166,11/20/2008,135,"8,866",270,"17,732"
1858,PRINCES BLVD,,NUNAVUT RD,PRIVATE ACCESS,12/9/2000,43.63327,-79.41528,10/14/2008,33,"1,485",66,"2,970"
1859,STEELES AVE E,95m WEST OF,TARBERT RD,OLD ENGLISH LANE,5/7/2000,43.80405,-79.39278,3/26/2008,75,"23,645",150,"47,290"
1861,FINCH AVE E,,LISZT GT,TRUDY RD,3/8/2000,43.79084,-79.36306,9/16/2010,938,"19,310","1,876","38,620"
1863,THE QUEENSWAY,150m WEST OF,ISLINGTON AVE,PRIVATE ACCESS,5/12/2000,43.62319,-79.51677,11/14/2007,193,"19,197",386,"38,394"
1864,DUNDAS ST W,,CHELSEA AVE,PRIVATE ACCESS,2/20/2001,43.65822,-79.45292,4/27/2011,"1,091","9,752","2,182","19,504"
1865,QUEEN ST E,,SUMACH ST,,11/10/2000,43.65683,-79.35889,5/9/2011,"2,578","6,877","5,156","13,754"
1866,YORK MILLS RD,,SCARSDALE RD,PRIVATE ACCESS,9/6/2000,43.75354,-79.3575,1/30/2012,408,"19,597",816,"39,194"
1867,KIPLING AVE,,MATTICE AVE,MATTICE RD,10/19/2000,43.64696,-79.53755,11/21/2011,680,"14,318","1,360","28,636"
1868,CALEDONIA RD,,RAITHERM RD,PRIVATE ACCESS,6/9/2000,43.70193,-79.46434,2/16/2011,580,"17,328","1,160","34,656"
1869,KEELE ST,,DOVEHOUSE AVE,,12/23/2003,43.74961,-79.48758,10/20/2011,613,"15,363","1,226","30,726"
1870,PHARMACY AVE,,DOLPHIN DR,PRIVATE ACCESS,7/11/2000,43.70009,-79.28671,12/10/2009,689,"6,501","1,378","13,002"
1871,SHERWAY GARDENS RD,,GARDINER X W SHERWAY GARDENS RAMP,,1/12/2000,43.61309,-79.55228,12/6/2011,0,"9,713",0,"19,426"
1872,EGLINTON AVE E,,PRUDHAM GT,PRIVATE ACCESS,11/24/2000,43.72848,-79.28481,12/9/2010,494,"22,160",988,"44,320"
1873,MARTIN GROVE RD,,RICHGROVE DR,,3/5/2001,43.67684,-79.56419,3/18/2008,283,"10,193",566,"20,386"
1874,WILSON AVE,300m EAST OF,DUFFERIN ST,PRIVATE ACCESS,8/3/2001,43.73284,-79.45532,4/12/2010,213,"17,996",426,"35,992"
1875,DUFFERIN ST,,BILLY BISHOP WAY,,7/3/2001,43.73004,-79.45837,5/2/2011,64,"15,793",128,"31,586"
1876,ALNESS ST,,FLINT RD,,11/21/2000,43.7819227,-79.478151,3/31/2008,171,"9,965",342,"19,930"
1877,DON MILLS RD,160m NORTH OF,SHEPPARD AVE E,PRIVATE ACCESS,10/30/2002,43.77649,-79.34756,12/2/2009,656,"19,187","1,312","38,374"
1878,DUNDAS ST W,,MANNING AVE,,11/14/2000,43.65135,-79.41091,4/20/2010,"2,759","9,529","5,518","19,058"
1879,THE QUEENSWAY,,GLENDALE AVE,,8/31/2001,43.63932,-79.45129,11/17/2011,825,"13,301","1,650","26,602"
1880,ANNETTE ST,,PACIFIC AVE,,8/6/2001,43.663242,-79.467636,1/26/2010,780,"7,493","1,560","14,986"
1881,SPADINA RD,,BURTON RD,KILBARRY RD,2/28/2006,43.69285,-79.41441,2/24/2009,282,"7,370",564,"14,740"
1882,PHARMACY AVE,,DEWEY DR,,8/12/2000,43.755022,-79.309359,9/20/2010,732,"13,103","1,464","26,206"
1883,BATHURST ST,,ADELAIDE ST W,,11/9/2001,43.64521,-79.40321,3/26/2009,"1,097","15,319","2,194","30,638"
1884,KIPLING AVE,30m NORTH OF,STEVENSON RD,,8/12/2000,43.74495,-79.58288,4/19/2010,"1,700","19,194","3,400","38,388"
1885,ISLINGTON AVE,,TITAN RD,,7/12/2000,43.63088,-79.51774,10/6/2011,631,"17,677","1,262","35,354"
1886,MARTIN GROVE RD,,PORTERFIELD RD,,1/25/2001,43.72218,-79.58498,3/18/2008,115,"8,622",230,"17,244"
1887,BURNHAMTHORPE RD,,OLD BURNHAMTHORPE RD,,8/29/2001,43.64067,-79.58202,10/19/2011,369,"14,770",738,"29,540"
1888,MOUNT PLEASANT RD,,GLENGOWAN RD,,3/27/2001,43.720386,-79.394925,12/9/2008,92,"11,917",184,"23,834"
1889,DANFORTH AVE,200m EAST OF,MAIN ST,PRIVATE ACCESS,6/2/2001,43.68867846,-79.2995283,9/14/2009,"1,706","15,010","3,412","30,020"
1890,KIPLING AVE,,GARDINER WB OFF RAMP,,7/12/2000,43.61923,-79.52604,2/13/2008,13,"15,301",26,"30,602"
1891,SCARLETT RD,,LA ROSE AVE,,2/13/2001,43.68687,-79.51312,1/27/2009,265,"10,699",530,"21,398"
1892,THE QUEENSWAY,60m EAST OF,ALGIE AVE,PRIVATE ACCESS,9/28/2001,43.61885,-79.53625,11/14/2007,185,"22,228",370,"44,456"
1894,PARLIAMENT ST,,MILL ST,,5/23/2001,43.650213,-79.362155,6/10/2008,853,"6,265","1,706","12,530"
1895,LAWRENCE AVE W,,BLOSSOMFIELD DR,,6/11/2001,43.71524,-79.4484,8/23/2010,398,"17,784",796,"35,568"
1896,MIDLAND AVE,,BAYLAWN DR,BOARHILL DR,7/25/2001,43.80005,-79.28468,11/23/2011,252,"11,600",504,"23,200"
1897,OAKDALE RD,376m SOUTH OF,FINCH AVE W,PRIVATE ACCESS,12/15/2011,43.75325,-79.52601,2/7/2012,393,"7,394",786,"14,788"
1899,MILNER AVE,,GRAND MARSHALL DR,PRIVATE ACCESS,9/18/2001,43.79979,-79.19677,3/2/2011,69,"7,500",138,"15,000"
1900,DIXON RD,65m WEST OF,MCARTHUR ST,PRIVATE ACCESS,11/20/2002,43.69751,-79.54492,3/4/2010,393,"11,544",786,"23,088"
1901,PORT UNION RD,,CONFERENCE BLVD,,8/21/2001,43.786142,-79.139429,3/20/2008,237,"9,344",474,"18,688"
1902,TAPSCOTT RD,,CROW TRL,,5/7/2001,43.80767,-79.23262,7/3/2007,242,"6,844",484,"13,688"
1903,HIGHWAY 27 N,,ROYALCREST RD,,12/9/2001,43.74972,-79.61046,10/7/2008,298,"18,815",596,"37,630"
1905,DUNDAS ST E,,VICTORIA ST,,9/19/2002,43.6563,-79.37955,12/15/2009,"10,610","10,470","21,220","20,940"
1906,KEELE ST,,THE POND RD,,12/20/2001,43.77203,-79.49319,3/25/2010,212,"21,268",424,"42,536"
1907,WICKSTEED AVE,,BRENTCLIFFE RD,PRIVATE ACCESS,9/13/2001,43.71149,-79.3585,9/7/2010,277,"8,998",554,"17,996"
1911,MARTIN GROVE RD,,JEFFCOAT DR,,11/28/2001,43.71882,-79.58341,11/4/2008,150,"12,211",300,"24,422"
1912,KING ST W,,ATLANTIC AVE,,7/31/2003,43.64019,-79.42127,11/12/2008,943,"12,204","1,886","24,408"
1913,SHEPPARD AVE E,,BARBERRY PL,PRIVATE ACCESS,12/19/2002,43.76747,-79.385,10/13/2010,"2,006","25,833","4,012","51,666"
1915,STEELES AVE E,185m WEST OF,HIDDEN TRL,PRIVATE ACCESS,6/17/2003,43.78824,-79.46537,3/20/2008,98,"24,250",196,"48,500"
1916,QUEEN ST E,,BELLEFAIR AVE,,8/15/2002,43.67012,-79.29981,8/6/2008,"2,046","8,709","4,092","17,418"
1917,LAKE SHORE BLVD W,,FORT YORK BLVD,,8/13/2002,43.63551,-79.4067,11/3/2011,56,"25,651",112,"51,302"
1918,FORT YORK BLVD,,FLEET ST,,8/13/2002,43.6364,-79.40682,9/28/2011,517,"7,407","1,034","14,814"
1919,BATHURST ST,,FORT YORK BLVD,,8/13/2002,43.63887,-79.40062,7/27/2010,467,"13,745",934,"27,490"
1920,DUNDAS ST W,,CLENDENAN AVE,,12/9/2002,43.66554,-79.47346,7/13/2010,887,"10,972","1,774","21,944"
1921,ALBION RD,,CALSTOCK DR,,1/22/2002,43.73409,-79.55824,3/31/2008,105,"11,545",210,"23,090"
1923,O CONNOR DR,,FOUR OAKS GT,,6/12/2001,43.69676,-79.33421,4/24/2008,122,"18,049",244,"36,098"
1924,O CONNOR DR,,TAYLOR DR,,4/12/2001,43.69897458,-79.32383071,8/17/2010,213,"16,176",426,"32,352"
1926,MARKHAM RD,250m SOUTH OF,FINCH AVE E,PRIVATE ACCESS,11/1/2002,43.81078,-79.24293,3/19/2007,66,"24,813",132,"49,626"
1927,NORTH QUEEN ST,,NOVA RD,PRIVATE ACCESS,8/14/2002,43.61605149,-79.55715562,10/3/2011,348,"11,001",696,"22,002"
1928,BLOOR ST W,,MONTROSE AVE,,1/8/2002,43.66305,-79.42087,5/6/2010,"1,767","8,960","3,534","17,920"
1929,DOVERCOURT RD,,HEPBOURNE ST,,8/29/2002,43.65898,-79.42853,5/20/2010,"1,574","6,818","3,148","13,636"
1930,ST CLAIR AVE E,,FERNDALE AVE,PRIVATE ACCESS,8/14/2003,43.68864,-79.39149,11/20/2008,"1,551","15,672","3,102","31,344"
1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,6/27/2003,43.66014,-79.32885,5/1/2008,"1,208","12,573","2,416","25,146"
1932,THE QUEENSWAY,,SOUTH KINGSWAY LINK RD,,11/10/2009,43.63588325,-79.47317952,4/19/2010,320,"14,172",640,"28,344"
1933,KINGSTON RD,25m EAST OF,GLEN MANOR DR,,6/9/2002,43.67975,-79.29451,5/30/2011,192,"13,025",384,"26,050"
1934,BLOOR ST W,,BROCK AVE,,3/7/2002,43.6591,-79.43918,6/3/2010,"1,579","14,103","3,158","28,206"
1935,DUNDAS ST W,,HOWARD PARK AVE,LYND AVE,12/4/2003,43.65213,-79.44801,9/25/2008,893,"9,706","1,786","19,412"
1936,OSSINGTON AVE,54m NORTH OF,ACORES AVE,,12/1/2005,43.67206,-79.42982,4/12/2011,162,"5,284",324,"10,568"
1937,OSSINGTON AVE,,CHURCHILL AVE,,8/27/2002,43.65199,-79.42173,1/12/2010,830,"6,627","1,660","13,254"
1938,EGLINTON AVE W,,SATELLITE DR,PRIVATE ACCESS,12/1/2004,43.65159,-79.60313,12/2/2009,116,"17,583",232,"35,166"
1939,THE QUEENSWAY,240m EAST OF,THE EAST MALL,PRIVATE ACCESS,2/10/2002,43.61714,-79.54347,6/9/2010,57,"24,831",114,"49,662"
1941,COMSTOCK RD,,LEBOVIC AVE,,10/19/2005,43.72071,-79.28872,5/27/2009,476,"6,687",952,"13,374"
1942,MILNER AVE,,MURISON BLVD,PRIVATE ACCESS,4/16/2003,43.79902,-79.20229,10/23/2008,298,"8,415",596,"16,830"
1943,SCARLETT RD,,EDINBOROUGH CRT,,12/17/2002,43.67235,-79.50399,1/28/2009,146,"9,745",292,"19,490"
1944,LAKE SHORE BLVD W,,GARDINER/LAKE SHORE RAMP,BROOKERS LANE,2/10/2006,43.62727,-79.47906,2/7/2007,60,"11,103",120,"22,206"
1945,YONGE ST,,SCRIVENER SQ,,6/18/2003,43.68051,-79.39092,3/2/2009,"1,243","14,161","2,486","28,322"
1946,DIXON RD,260m WEST OF,CHETTA PL,,12/11/2002,43.69506203,-79.55531582,3/8/2010,584,"12,019","1,168","24,038"
1947,HUMBER COLLEGE BLVD,,WINDWOOD DR,SILVER BELL LANE,8/27/2003,43.73006,-79.60493,11/17/2008,647,"10,591","1,294","21,182"
1948,LAWRENCE AVE E,135m WEST OF,BAYVIEW AVE,PRIVATE ACCESS,5/11/2002,43.72786,-79.38356,10/15/2007,420,"15,649",840,"31,298"
1949,LAWRENCE AVE E,,MILDENHALL RD,,7/12/1974,43.72845,-79.38654,8/11/2008,712,"12,706","1,424","25,412"
1950,KIPLING AVE,150m NORTH OF,MOUNT OLIVE DR,,10/17/2002,43.7481,-79.58438,4/19/2010,584,"9,297","1,168","18,594"
1951,LAKE SHORE BLVD E,224m WEST OF,WOODBINE AVE,,12/23/2002,43.66439,-79.30624,5/12/2010,138,"13,551",276,"27,102"
1952,BROADVIEW AVE,,PRETORIA AVE,,5/12/2002,43.67845,-79.35843,2/18/2010,"1,573","10,731","3,146","21,462"
1953,ALBION RD,,BENSTROW AVE,SANAGAN RD,5/28/2003,43.73908,-79.57618,3/31/2008,438,"12,416",876,"24,832"
1954,STEELES AVE E,,STAINES RD,,11/13/2003,43.84104,-79.23224,11/29/2010,6,"11,447",12,"22,894"
1955,BLOOR ST W,78m WEST OF,ST THOMAS ST,,12/12/2002,43.6692,-79.39189,4/1/2010,985,"6,900","1,970","13,800"
1956,SHEPPARD AVE E,,BLUE RIDGE RD,,12/19/2002,43.76978,-79.37418,10/28/2010,668,"21,370","1,336","42,740"
1957,HORNER AVE,,BETA ST,,8/12/2003,43.6032338,-79.5385002,11/12/2008,151,"6,431",302,"12,862"
1958,MCNICOLL AVE,,SILVER STAR BLVD,,9/10/2009,43.81388,-79.295,4/14/2008,111,"11,030",222,"22,060"
1959,MARTIN GROVE RD,,MILKWOOD AVE,,10/7/2003,43.73013,-79.58855,11/18/2008,205,"10,297",410,"20,594"
1960,ALBION RD,230m WEST OF,KIPLING AVE,,10/5/2004,43.74019505,-79.58327249,6/3/2009,657,"11,032","1,314","22,064"
1961,RICHMOND ST E,,GEORGE ST,,12/9/2003,43.6528157,-79.37157,6/11/2008,"1,550","9,798","3,100","19,596"
1962,RICHMOND ST E,,BERKELEY ST,,8/11/2005,43.65428,-79.36529,8/10/2010,705,"13,355","1,410","26,710"
1963,ADELAIDE ST E,,GEORGE ST,,5/18/2004,43.6516,-79.37108,8/19/2009,"2,697","9,398","5,394","18,796"
1964,ADELAIDE ST E,,BERKELEY ST,,8/11/2005,43.65299,-79.36475,8/18/2009,560,"8,428","1,120","16,856"
1965,KING ST E,,GEORGE ST,,5/19/2004,43.65073,-79.3707,6/20/2011,"10,848","6,602","21,696","13,204"
1966,KING ST E,,BERKELEY ST,,2/11/2004,43.65214,-79.3644,8/18/2009,"1,393","6,497","2,786","12,994"
1967,FRONT ST E,,PRINCESS ST,,9/22/2004,43.6506527,-79.366682,8/19/2009,"2,092","10,245","4,184","20,490"
1968,FRONT ST E,,BERKELEY ST,,2/11/2004,43.65129,-79.36401,8/20/2009,"1,526","10,718","3,052","21,436"
1969,QUEEN ST W,,PALMERSTON AVE,TECUMSETH ST,10/30/2003,43.64672,-79.40654,8/5/2008,"5,160","8,302","10,320","16,604"
1970,SHAW ST,,LOBB AVE,,8/18/2004,43.64698,-79.41715,1/14/2010,486,"3,069",972,"6,138"
1971,KINGSTON RD,,ELMER AVE,,4/27/2004,43.675709,-79.305939,9/9/2010,343,"13,049",686,"26,098"
1972,MOUNT PLEASANT RD,,ROEHAMPTON AVE,,7/29/2004,43.70963,-79.39059,11/26/2009,"3,908","19,721","7,816","39,442"
1974,GATEWAY BLVD,,GRENOBLE DR,PRIVATE ACCESS,10/1/2003,43.71496,-79.3342,11/23/2009,"2,105","5,012","4,210","10,024"
1975,AVENUE RD,,401 C E AVENUE RD RAMP,,10/6/2006,43.74117109,-79.42241776,10/17/2011,88,"22,435",176,"44,870"
1977,CHURCH AVE,,DORIS AVE,,10/17/2003,43.77411,-79.41252,9/8/2011,"2,880","11,350","5,760","22,700"
1980,STEELES AVE W,,SIGNAL HILL AVE,PRIVATE ACCESS,10/8/2003,43.75306,-79.62511,2/9/2009,53,"13,983",106,"27,966"
1981,QUEEN ST W,,LANSDOWNE AVE,JAMESON AVE,9/28/2006,43.64056,-79.43699,9/17/2008,"2,999","11,422","5,998","22,844"
1982,FINCH AVE W,,BEECROFT RD,GREENVIEW AVE,2/21/2007,43.77917,-79.41849,3/19/2008,562,"15,606","1,124","31,212"
1983,PROGRESS AVE,,SCHICK CRT,,1/10/2008,43.77473,-79.26583,9/14/2009,65,"7,810",130,"15,620"
1984,KING ST W,,SPENCER AVE,,6/6/2003,43.63823,-79.4309,8/5/2008,"1,183","5,680","2,366","11,360"
1985,WILLIAM R ALLEN RD,510m SOUTH OF,SHEPPARD AVE W,PRIVATE ACCESS,10/23/2004,43.74659,-79.46018,3/2/2009,7,"32,852",14,"65,704"
1987,DUNDAS ST E,,ONTARIO ST,,11/9/2004,43.65889,-79.36857,8/18/2009,"1,597","8,016","3,194","16,032"
1989,SHEPPARD AVE E,,DEAN PARK RD,ROUGE RIVER DR,1/6/2004,43.80634,-79.18041,1/14/2010,353,"10,150",706,"20,300"
1990,BREMNER BLVD,,VAN DE WATER CRES,,11/14/2003,43.640358,-79.388837,5/2/2011,"1,034","6,011","2,068","12,022"
1991,ST CLAIR AVE W,48m WEST OF,DUNVEGAN RD,,2/16/2007,43.6859,-79.40535,12/3/2009,"1,071","8,398","2,142","16,796"
1992,CARLTON ST,,ONTARIO ST,,4/4/2005,43.66375,-79.3705,8/20/2009,"2,354","5,522","4,708","11,044"
1993,BRITISH COLUMBIA RD,,YUKON PL,PRIVATE ACCESS,11/29/2004,43.63164,-79.42724,5/3/2011,25,"5,836",50,"11,672"
1994,LAKE SHORE BLVD W,,LEGION RD,PRIVATE ACCESS,6/24/2008,43.62053,-79.48326,9/16/2009,393,"10,383",786,"20,766"
1995,BAYVIEW AVE,,KILGOUR RD,,12/2/2003,43.71676,-79.37811,4/11/2011,768,"22,384","1,536","44,768"
1996,BIRCHMOUNT RD,,ASHTONBEE RD,,10/19/2005,43.7328644,-79.2788977,3/10/2009,146,"14,204",292,"28,408"
1997,WILLIAM R ALLEN RD,,RIMROCK RD,,4/6/2004,43.75773,-79.46497,3/12/2009,80,"27,014",160,"54,028"
